timestamp,tower_id,active_users,resource_block_util,backhaul_throughput_gbps
1783495232,TOWER_A,220,0.1092,0.874
1783495233,TOWER_B,137,0.0534,0.504
1783495234,TOWER_A,495,0.265,2.31
1783495235,TOWER_B,64,0.05,0.264
1783495236,TOWER_A,459,0.2324,1.934
1783495237,TOWER_B,124,0.05,0.584
1783495238,TOWER_A,428,0.2418,0.961
1783495239,TOWER_B,116,0.0615,0.387
1783495240,TOWER_A,368,0.2125,1.4
1783495241,TOWER_B,132,0.0918,0.333
1783495242,TOWER_A,334,0.1977,1.376
1783495243,TOWER_B,92,0.0691,0.23
1783495244,TOWER_A,456,0.2639,1.507
1783495245,TOWER_B,57,0.05,0.235
1783495246,TOWER_A,463,0.2399,1.487
1783495247,TOWER_B,147,0.0529,0.373
1783495248,TOWER_A,366,0.2021,1.694
1783495249,TOWER_B,147,0.0739,0.614
1783495250,TOWER_A,430,0.2564,1.211
1783495251,TOWER_B,93,0.05,0.235
1783495252,TOWER_A,430,0.2114,1.768
1783495253,TOWER_B,75,0.05,0.236
1783495254,TOWER_A,274,0.1622,1.029
1783495255,TOWER_B,116,0.0566,0.315
1783495256,TOWER_A,328,0.1948,1.459
1783495257,TOWER_B,81,0.05,0.203
1783495258,TOWER_A,476,0.2649,1.009
1783495259,TOWER_B,113,0.0667,0.559
1783495260,TOWER_A,184,0.0586,0.831
1783495261,TOWER_B,92,0.0611,0.45
1783495262,TOWER_A,219,0.1156,0.581
1783495263,TOWER_B,123,0.0799,0.389
1783495264,TOWER_A,327,0.2166,1.548
1783495265,TOWER_B,123,0.0942,0.545
1783495266,TOWER_A,198,0.1079,0.513
1783495267,TOWER_B,111,0.0743,0.493
1783495268,TOWER_A,217,0.1051,0.908
1783495269,TOWER_B,60,0.05,0.276
1783495270,TOWER_A,156,0.0664,0.535
1783495271,TOWER_B,127,0.0857,0.452
1783495272,TOWER_A,243,0.1226,1.111
1783495273,TOWER_B,144,0.0799,0.528
1783495274,TOWER_A,230,0.1263,0.764
1783495275,TOWER_B,58,0.0815,0.229
1783495276,TOWER_A,399,0.1913,1.25
1783495277,TOWER_B,97,0.0501,0.319
1783495278,TOWER_A,187,0.115,0.732
1783495279,TOWER_B,55,0.05,0.144
1783495280,TOWER_A,499,0.2708,1.886
1783495281,TOWER_B,103,0.05,0.413
1783495282,TOWER_A,194,0.1273,0.87
1783495283,TOWER_B,111,0.05,0.531
1783495284,TOWER_A,286,0.1624,1.05
1783495285,TOWER_B,103,0.05,0.387
1783495286,TOWER_A,460,0.241,1.047
1783495287,TOWER_B,148,0.0719,0.335
1783495288,TOWER_A,457,0.2504,1.56
1783495289,TOWER_B,147,0.0727,0.439
1783495290,TOWER_A,454,0.2541,2.137
1783495291,TOWER_B,105,0.0713,0.345
1783495292,TOWER_A,378,0.2196,1.006
1783495293,TOWER_B,131,0.0743,0.367
1783495294,TOWER_A,332,0.1847,1.327
1783495295,TOWER_B,136,0.0783,0.297
1783495296,TOWER_A,475,0.2643,1.076
1783495297,TOWER_B,79,0.05,0.296
1783495298,TOWER_A,353,0.1651,0.759
1783495299,TOWER_B,52,0.05,0.176
1783495300,TOWER_A,260,0.146,0.76
1783495301,TOWER_B,110,0.0686,0.406
1783495302,TOWER_A,217,0.0834,1.056
1783495303,TOWER_B,64,0.05,0.307
1783495304,TOWER_A,187,0.0875,0.916
1783495305,TOWER_B,52,0.05,0.142
1783495306,TOWER_A,347,0.1697,1.559
1783495307,TOWER_B,64,0.0748,0.181
1783495308,TOWER_A,454,0.2588,1.894
1783495309,TOWER_B,116,0.0854,0.29
1783495310,TOWER_A,241,0.1286,1.135
1783495311,TOWER_B,78,0.0587,0.202
1783495312,TOWER_A,413,0.2402,1.659
1783495313,TOWER_B,80,0.05,0.336
1783495314,TOWER_A,392,0.2123,1.136
1783495315,TOWER_B,120,0.0965,0.546
1783495316,TOWER_A,265,0.1701,1.227
1783495317,TOWER_B,120,0.05,0.328
1783495318,TOWER_A,244,0.1559,0.741
1783495319,TOWER_B,104,0.0517,0.278
1783495320,TOWER_A,362,0.1962,0.801
1783495321,TOWER_B,124,0.062,0.341
1783495322,TOWER_A,395,0.2367,1.567
1783495323,TOWER_B,141,0.1026,0.611
1783495324,TOWER_A,322,0.1942,1.568
1783495325,TOWER_B,149,0.081,0.518
1783495326,TOWER_A,434,0.2426,1.118
1783495327,TOWER_B,92,0.05,0.246
1783495328,TOWER_A,228,0.1015,0.457
1783495329,TOWER_B,74,0.05,0.363
1783495330,TOWER_A,429,0.2633,1.595
1783495331,TOWER_B,130,0.0919,0.278
1783495332,TOWER_A,298,0.1583,0.839
1783495333,TOWER_B,104,0.0539,0.295
1783495334,TOWER_A,428,0.2392,1.654
1783495335,TOWER_B,99,0.0539,0.338
1783495336,TOWER_A,375,0.1982,1.447
1783495337,TOWER_B,87,0.0567,0.27
1783495338,TOWER_A,472,0.2461,2.114
1783495339,TOWER_B,109,0.0676,0.495
1783495340,TOWER_A,267,0.1753,1.09
1783495341,TOWER_B,134,0.0625,0.647
1783495342,TOWER_A,222,0.126,0.502
1783495343,TOWER_B,101,0.0614,0.3
1783495344,TOWER_A,155,0.1002,0.476
1783495345,TOWER_B,133,0.0603,0.349
1783495346,TOWER_A,470,0.2292,2.288
1783495347,TOWER_B,123,0.1078,0.475
1783495348,TOWER_A,171,0.1092,0.595
1783495349,TOWER_B,119,0.05,0.318
1783495350,TOWER_A,328,0.1483,1.132
1783495351,TOWER_B,125,0.0588,0.569
1783495352,TOWER_A,345,0.1989,1.017
1783495353,TOWER_B,130,0.0524,0.272
1783495354,TOWER_A,258,0.1496,1.087
1783495355,TOWER_B,94,0.0535,0.447
1783495356,TOWER_A,334,0.1898,0.689
1783495357,TOWER_B,146,0.1174,0.729
1783495358,TOWER_A,204,0.1394,0.963
1783495359,TOWER_B,149,0.0641,0.605
1783495360,TOWER_A,378,0.187,1.388
1783495361,TOWER_B,68,0.05,0.159
1783495362,TOWER_A,168,0.0809,0.434
1783495363,TOWER_B,54,0.05,0.15
1783495364,TOWER_A,365,0.1969,1.627
1783495365,TOWER_B,91,0.05,0.43
1783495366,TOWER_A,197,0.1373,0.535
1783495367,TOWER_B,142,0.0833,0.617
1783495368,TOWER_A,309,0.1821,0.661
1783495369,TOWER_B,79,0.05,0.207
1783495370,TOWER_A,422,0.2334,0.986
1783495371,TOWER_B,114,0.0535,0.356
1783495372,TOWER_A,245,0.1109,1.158
1783495373,TOWER_B,125,0.0634,0.326
1783495374,TOWER_A,179,0.0848,0.379
1783495375,TOWER_B,128,0.0838,0.616
1783495376,TOWER_A,270,0.1497,1.211
1783495377,TOWER_B,54,0.05,0.209
1783495378,TOWER_A,339,0.1583,0.717
1783495379,TOWER_B,87,0.0651,0.387
1783495380,TOWER_A,301,0.1331,0.717
1783495381,TOWER_B,60,0.05,0.213
1783495382,TOWER_A,404,0.2182,0.856
1783495383,TOWER_B,133,0.0833,0.632
1783495384,TOWER_A,340,0.1826,0.752
1783495385,TOWER_B,78,0.05,0.21
1783495386,TOWER_A,291,0.1795,0.934
1783495387,TOWER_B,63,0.05,0.178
1783495388,TOWER_A,395,0.2333,1.353
1783495389,TOWER_B,139,0.0869,0.679
1783495390,TOWER_A,183,0.0972,0.474
1783495391,TOWER_B,147,0.0826,0.468
1783495392,TOWER_A,336,0.1782,0.904
1783495393,TOWER_B,123,0.05,0.585
1783495394,TOWER_A,235,0.1064,1.137
1783495395,TOWER_B,140,0.0564,0.571
1783495396,TOWER_A,310,0.1468,1.37
1783495397,TOWER_B,138,0.0955,0.389
1783495398,TOWER_A,267,0.1614,0.796
1783495399,TOWER_B,59,0.05,0.196
1783495400,TOWER_A,260,0.0966,0.751
1783495401,TOWER_B,88,0.05,0.24
1783495402,TOWER_A,207,0.1268,0.513
1783495403,TOWER_B,109,0.0603,0.49
1783495404,TOWER_A,167,0.0736,0.655
1783495405,TOWER_B,145,0.0723,0.323
1783495406,TOWER_A,289,0.176,0.883
1783495407,TOWER_B,147,0.1205,0.572
1783495408,TOWER_A,343,0.2124,0.944
1783495409,TOWER_B,72,0.05,0.342
1783495410,TOWER_A,279,0.1342,1.391
1783495411,TOWER_B,146,0.0685,0.706
1783495412,TOWER_A,361,0.2254,1.08
1783495413,TOWER_B,145,0.0777,0.464
1783495414,TOWER_A,433,0.1926,1.631
1783495415,TOWER_B,71,0.05,0.29
1783495416,TOWER_A,269,0.1289,0.913
1783495417,TOWER_B,135,0.05,0.534
1783495418,TOWER_A,191,0.1234,0.428
1783495419,TOWER_B,136,0.1209,0.505
1783495420,TOWER_A,152,0.1028,0.406
1783495421,TOWER_B,132,0.0935,0.638
1783495422,TOWER_A,378,0.2289,1.751
1783495423,TOWER_B,72,0.05,0.316
1783495424,TOWER_A,378,0.2064,1.781
1783495425,TOWER_B,71,0.05,0.261
1783495426,TOWER_A,492,0.308,1.127
1783495427,TOWER_B,111,0.05,0.547
1783495428,TOWER_A,290,0.1748,0.891
1783495429,TOWER_B,143,0.0644,0.37
1783495430,TOWER_A,206,0.0904,0.585
1783495431,TOWER_B,68,0.05,0.27
1783495432,TOWER_A,365,0.1696,1.811
1783495433,TOWER_B,71,0.05,0.273
1783495434,TOWER_A,280,0.1709,1.099
1783495435,TOWER_B,50,0.0788,0.17
1783495436,TOWER_A,263,0.1612,0.604
1783495437,TOWER_B,83,0.05,0.274
1783495438,TOWER_A,340,0.2099,1.186
1783495439,TOWER_B,75,0.0582,0.269
1783495440,TOWER_A,392,0.2146,1.39
1783495441,TOWER_B,53,0.05,0.185
1783495442,TOWER_A,443,0.2114,1.969
1783495443,TOWER_B,97,0.05,0.352
1783495444,TOWER_A,464,0.2596,2.069
1783495445,TOWER_B,94,0.0801,0.44
1783495446,TOWER_A,177,0.0822,0.718
1783495447,TOWER_B,61,0.05,0.298
1783495448,TOWER_A,175,0.1077,0.475
1783495449,TOWER_B,141,0.0645,0.585
1783495450,TOWER_A,233,0.1044,0.659
1783495451,TOWER_B,86,0.05,0.293
1783495452,TOWER_A,496,0.2542,2.144
1783495453,TOWER_B,52,0.05,0.197
1783495454,TOWER_A,470,0.2915,1.858
1783495455,TOWER_B,77,0.05,0.276
1783495456,TOWER_A,479,0.2756,1.067
1783495457,TOWER_B,142,0.0844,0.6
1783495458,TOWER_A,351,0.1705,0.881
1783495459,TOWER_B,133,0.0789,0.602
1783495460,TOWER_A,210,0.123,0.615
1783495461,TOWER_B,51,0.05,0.246
1783495462,TOWER_A,334,0.186,1.087
1783495463,TOWER_B,105,0.0688,0.341
1783495464,TOWER_A,395,0.2284,1.458
1783495465,TOWER_B,114,0.0756,0.562
1783495466,TOWER_A,150,0.059,0.493
1783495467,TOWER_B,95,0.05,0.42
1783495468,TOWER_A,392,0.2067,1.412
1783495469,TOWER_B,149,0.0806,0.303
1783495470,TOWER_A,181,0.1163,0.784
1783495471,TOWER_B,93,0.0909,0.357
1783495472,TOWER_A,384,0.1982,0.899
1783495473,TOWER_B,67,0.0606,0.25
1783495474,TOWER_A,166,0.0936,0.71
1783495475,TOWER_B,122,0.0553,0.32
1783495476,TOWER_A,238,0.1399,0.622
1783495477,TOWER_B,86,0.0551,0.182
1783495478,TOWER_A,201,0.1171,0.742
1783495479,TOWER_B,103,0.0848,0.261
1783495480,TOWER_A,313,0.1622,0.886
1783495481,TOWER_B,74,0.05,0.214
1783495482,TOWER_A,452,0.2164,1.206
1783495483,TOWER_B,132,0.05,0.616
1783495484,TOWER_A,181,0.0986,0.624
1783495485,TOWER_B,111,0.05,0.326
1783495486,TOWER_A,347,0.2176,0.719
1783495487,TOWER_B,74,0.0575,0.161
1783495488,TOWER_A,350,0.2036,0.888
1783495489,TOWER_B,101,0.0536,0.486
1783495490,TOWER_A,256,0.1217,0.743
1783495491,TOWER_B,112,0.05,0.291
1783495492,TOWER_A,485,0.253,1.727
1783495493,TOWER_B,64,0.05,0.165
1783495494,TOWER_A,494,0.2514,2.398
1783495495,TOWER_B,95,0.0812,0.242
1783495496,TOWER_A,445,0.2495,2.202
1783495497,TOWER_B,105,0.0717,0.302
1783495498,TOWER_A,177,0.1265,0.452
1783495499,TOWER_B,75,0.05,0.303
1783495500,TOWER_A,486,0.2643,1.26
1783495501,TOWER_B,113,0.0752,0.533
1783495502,TOWER_A,436,0.2113,1.917
1783495503,TOWER_B,69,0.05,0.34
1783495504,TOWER_A,268,0.1726,0.954
1783495505,TOWER_B,116,0.0761,0.553
1783495506,TOWER_A,492,0.2788,1.857
1783495507,TOWER_B,74,0.05,0.35
1783495508,TOWER_A,180,0.0978,0.858
1783495509,TOWER_B,70,0.05,0.29
1783495510,TOWER_A,303,0.1668,1.469
1783495511,TOWER_B,83,0.05,0.263
1783495512,TOWER_A,409,0.2118,1.68
1783495513,TOWER_B,137,0.1022,0.325
1783495514,TOWER_A,256,0.1145,0.69
1783495515,TOWER_B,74,0.0896,0.231
1783495516,TOWER_A,400,0.2366,1.537
1783495517,TOWER_B,114,0.0799,0.523
1783495518,TOWER_A,256,0.1439,0.929
1783495519,TOWER_B,78,0.05,0.251
1783495520,TOWER_A,266,0.134,1.025
1783495521,TOWER_B,81,0.05,0.401
1783495522,TOWER_A,394,0.2149,0.908
1783495523,TOWER_B,50,0.05,0.245
1783495524,TOWER_A,228,0.1589,0.771
1783495525,TOWER_B,84,0.05,0.348
1783495526,TOWER_A,378,0.2036,0.831
1783495527,TOWER_B,105,0.05,0.316
1783495528,TOWER_A,172,0.0913,0.762
1783495529,TOWER_B,65,0.05,0.132
1783495530,TOWER_A,346,0.1816,1.213
1783495531,TOWER_B,81,0.0656,0.304
1783495532,TOWER_A,337,0.1889,1.644
1783495533,TOWER_B,128,0.05,0.355
1783495534,TOWER_A,366,0.2083,1.448
1783495535,TOWER_B,54,0.05,0.213
1783495536,TOWER_A,396,0.2252,1.668
1783495537,TOWER_B,59,0.05,0.166
1783495538,TOWER_A,303,0.1989,0.904
1783495539,TOWER_B,135,0.0983,0.295
1783495540,TOWER_A,344,0.1758,1.227
1783495541,TOWER_B,121,0.0555,0.274
1783495542,TOWER_A,265,0.1308,1.253
1783495543,TOWER_B,128,0.0739,0.405
1783495544,TOWER_A,345,0.2043,1.061
1783495545,TOWER_B,69,0.05,0.343
1783495546,TOWER_A,204,0.1182,0.515
1783495547,TOWER_B,138,0.0614,0.416
1783495548,TOWER_A,324,0.1576,0.849
1783495549,TOWER_B,61,0.05,0.294
1783495550,TOWER_A,293,0.1997,1.29
1783495551,TOWER_B,139,0.0771,0.557
1783495552,TOWER_A,463,0.2767,2.01
1783495553,TOWER_B,117,0.0685,0.48
1783495554,TOWER_A,366,0.2004,1.087
1783495555,TOWER_B,112,0.0719,0.392
1783495556,TOWER_A,406,0.2136,1.537
1783495557,TOWER_B,75,0.05,0.217
1783495558,TOWER_A,276,0.1265,0.642
1783495559,TOWER_B,109,0.0572,0.346
1783495560,TOWER_A,322,0.1859,0.759
1783495561,TOWER_B,123,0.0724,0.264
1783495562,TOWER_A,243,0.1215,1.033
1783495563,TOWER_B,110,0.0604,0.414
1783495564,TOWER_A,368,0.1933,1.498
1783495565,TOWER_B,64,0.05,0.234
1783495566,TOWER_A,201,0.0746,0.799
1783495567,TOWER_B,54,0.05,0.172
1783495568,TOWER_A,168,0.1083,0.551
1783495569,TOWER_B,81,0.05,0.272
1783495570,TOWER_A,386,0.185,1.919
1783495571,TOWER_B,145,0.1019,0.291
1783495572,TOWER_A,320,0.162,1.173
1783495573,TOWER_B,71,0.05,0.155
1783495574,TOWER_A,424,0.2326,1.765
1783495575,TOWER_B,71,0.0606,0.309
1783495576,TOWER_A,444,0.2492,2.03
1783495577,TOWER_B,61,0.05,0.152
1783495578,TOWER_A,309,0.1509,0.982
1783495579,TOWER_B,113,0.0842,0.533
1783495580,TOWER_A,389,0.2024,1.06
1783495581,TOWER_B,124,0.05,0.492
1783495582,TOWER_A,214,0.0947,0.774
1783495583,TOWER_B,137,0.0681,0.655
1783495584,TOWER_A,366,0.2286,1.82
1783495585,TOWER_B,129,0.0842,0.497
1783495586,TOWER_A,196,0.1102,0.907
1783495587,TOWER_B,65,0.084,0.252
1783495588,TOWER_A,223,0.1339,0.979
1783495589,TOWER_B,114,0.1176,0.39
1783495590,TOWER_A,313,0.1645,1.426
1783495591,TOWER_B,100,0.0548,0.261
1783495592,TOWER_A,347,0.177,1.147
1783495593,TOWER_B,136,0.0771,0.458
1783495594,TOWER_A,477,0.2602,2.149
1783495595,TOWER_B,141,0.1397,0.589
1783495596,TOWER_A,297,0.1596,0.989
1783495597,TOWER_B,81,0.0667,0.275
1783495598,TOWER_A,235,0.1294,0.674
1783495599,TOWER_B,102,0.0689,0.486
1783495600,TOWER_A,158,0.094,0.354
1783495601,TOWER_B,149,0.0912,0.735
1783495602,TOWER_A,402,0.2229,1.522
1783495603,TOWER_B,52,0.05,0.108
1783495604,TOWER_A,381,0.2293,1.712
1783495605,TOWER_B,62,0.05,0.252
1783495606,TOWER_A,396,0.2487,1.849
1783495607,TOWER_B,141,0.0886,0.312
1783495608,TOWER_A,150,0.0885,0.712
1783495609,TOWER_B,141,0.0788,0.423
1783495610,TOWER_A,416,0.257,1.432
1783495611,TOWER_B,107,0.0859,0.454
1783495612,TOWER_A,254,0.1103,0.647
1783495613,TOWER_B,94,0.05,0.218
1783495614,TOWER_A,383,0.2243,1.276
1783495615,TOWER_B,73,0.05,0.175
1783495616,TOWER_A,406,0.2132,1.421
1783495617,TOWER_B,100,0.0578,0.203
1783495618,TOWER_A,230,0.1077,0.89
1783495619,TOWER_B,62,0.05,0.25
1783495620,TOWER_A,272,0.1343,0.901
1783495621,TOWER_B,73,0.05,0.23
1783495622,TOWER_A,321,0.1877,1.582
1783495623,TOWER_B,54,0.05,0.2
1783495624,TOWER_A,456,0.244,2.203
1783495625,TOWER_B,130,0.0695,0.348
1783495626,TOWER_A,422,0.2395,1.779
1783495627,TOWER_B,99,0.082,0.375
1783495628,TOWER_A,396,0.211,1.927
1783495629,TOWER_B,125,0.0839,0.272
1783495630,TOWER_A,343,0.2015,1.501
1783495631,TOWER_B,98,0.0598,0.381
1783495632,TOWER_A,261,0.1622,1.202
1783495633,TOWER_B,67,0.0681,0.289
1783495634,TOWER_A,172,0.097,0.385
1783495635,TOWER_B,82,0.0591,0.363
1783495636,TOWER_A,464,0.2463,1.397
1783495637,TOWER_B,107,0.0523,0.501
1783495638,TOWER_A,351,0.1744,1.298
1783495639,TOWER_B,80,0.05,0.176
1783495640,TOWER_A,255,0.147,0.731
1783495641,TOWER_B,83,0.05,0.408
1783495642,TOWER_A,243,0.1302,1.027
1783495643,TOWER_B,143,0.0745,0.615
1783495644,TOWER_A,174,0.094,0.806
1783495645,TOWER_B,145,0.078,0.506
1783495646,TOWER_A,294,0.1944,0.72
1783495647,TOWER_B,123,0.0675,0.493
1783495648,TOWER_A,168,0.0727,0.608
1783495649,TOWER_B,80,0.0814,0.389
1783495650,TOWER_A,359,0.1983,0.765
1783495651,TOWER_B,148,0.0789,0.712
1783495652,TOWER_A,231,0.1102,0.916
1783495653,TOWER_B,128,0.0558,0.581
1783495654,TOWER_A,195,0.1401,0.895
1783495655,TOWER_B,76,0.05,0.358
1783495656,TOWER_A,184,0.087,0.45
1783495657,TOWER_B,108,0.072,0.448
1783495658,TOWER_A,351,0.1639,1.539
1783495659,TOWER_B,76,0.0625,0.164
1783495660,TOWER_A,172,0.1078,0.68
1783495661,TOWER_B,50,0.05,0.174
1783495662,TOWER_A,449,0.2572,0.906
1783495663,TOWER_B,125,0.1008,0.32
1783495664,TOWER_A,414,0.2461,2.063
1783495665,TOWER_B,117,0.0827,0.461
1783495666,TOWER_A,495,0.2857,1.659
1783495667,TOWER_B,72,0.05,0.231
1783495668,TOWER_A,498,0.2745,1.604
1783495669,TOWER_B,147,0.0859,0.367
1783495670,TOWER_A,336,0.1992,0.755
1783495671,TOWER_B,101,0.05,0.373
1783495672,TOWER_A,447,0.2587,1.529
1783495673,TOWER_B,106,0.054,0.529
1783495674,TOWER_A,339,0.1931,0.984
1783495675,TOWER_B,136,0.0772,0.43
1783495676,TOWER_A,389,0.2239,1.684
1783495677,TOWER_B,100,0.0628,0.216
1783495678,TOWER_A,498,0.2766,2.328
1783495679,TOWER_B,132,0.0568,0.374
1783495680,TOWER_A,276,0.1807,1.26
1783495681,TOWER_B,133,0.0648,0.63
1783495682,TOWER_A,440,0.2679,1.186
1783495683,TOWER_B,112,0.05,0.433
1783495684,TOWER_A,260,0.1224,0.619
1783495685,TOWER_B,133,0.0958,0.639
1783495686,TOWER_A,192,0.1416,0.587
1783495687,TOWER_B,142,0.0906,0.555
1783495688,TOWER_A,450,0.2218,1.795
1783495689,TOWER_B,126,0.0928,0.478
1783495690,TOWER_A,283,0.1385,1.287
1783495691,TOWER_B,77,0.05,0.196
1783495692,TOWER_A,162,0.0931,0.417
1783495693,TOWER_B,73,0.05,0.225
1783495694,TOWER_A,160,0.1051,0.398
1783495695,TOWER_B,71,0.05,0.173
1783495696,TOWER_A,251,0.1326,0.594
1783495697,TOWER_B,135,0.0877,0.379
1783495698,TOWER_A,346,0.2368,1.463
1783495699,TOWER_B,89,0.05,0.207
1783495700,TOWER_A,204,0.1204,0.841
1783495701,TOWER_B,124,0.0811,0.439
1783495702,TOWER_A,332,0.1959,1.544
1783495703,TOWER_B,57,0.0736,0.229
1783495704,TOWER_A,168,0.1165,0.642
1783495705,TOWER_B,145,0.061,0.616
1783495706,TOWER_A,411,0.2093,1.058
1783495707,TOWER_B,137,0.0738,0.502
1783495708,TOWER_A,158,0.0995,0.382
1783495709,TOWER_B,61,0.0544,0.165
1783495710,TOWER_A,297,0.1854,1.173
1783495711,TOWER_B,98,0.0541,0.357
1783495712,TOWER_A,174,0.1087,0.439
1783495713,TOWER_B,70,0.0707,0.221
1783495714,TOWER_A,455,0.2635,1.491
1783495715,TOWER_B,116,0.0722,0.511
1783495716,TOWER_A,221,0.1425,0.675
1783495717,TOWER_B,88,0.0536,0.251
1783495718,TOWER_A,471,0.2758,0.985
1783495719,TOWER_B,111,0.0993,0.292
1783495720,TOWER_A,206,0.0915,1.012
1783495721,TOWER_B,131,0.0694,0.495
1783495722,TOWER_A,171,0.0833,0.658
1783495723,TOWER_B,107,0.05,0.504
1783495724,TOWER_A,461,0.2451,1.628
1783495725,TOWER_B,111,0.05,0.385
1783495726,TOWER_A,185,0.0943,0.505
1783495727,TOWER_B,119,0.0878,0.28
1783495728,TOWER_A,328,0.1577,1.393
1783495729,TOWER_B,85,0.05,0.363
1783495730,TOWER_A,217,0.1092,0.67
1783495731,TOWER_B,94,0.05,0.42
1783495732,TOWER_A,150,0.1003,0.638
1783495733,TOWER_B,128,0.1061,0.624
1783495734,TOWER_A,197,0.154,0.596
1783495735,TOWER_B,64,0.05,0.136
1783495736,TOWER_A,301,0.1793,0.695
1783495737,TOWER_B,111,0.0612,0.486
1783495738,TOWER_A,346,0.2006,1.136
1783495739,TOWER_B,87,0.0598,0.317
1783495740,TOWER_A,207,0.1137,0.777
1783495741,TOWER_B,113,0.05,0.447
1783495742,TOWER_A,197,0.0941,0.781
1783495743,TOWER_B,137,0.0803,0.655
1783495744,TOWER_A,383,0.2202,1.4
1783495745,TOWER_B,120,0.0543,0.342
1783495746,TOWER_A,337,0.1828,1.034
1783495747,TOWER_B,58,0.0556,0.142
1783495748,TOWER_A,263,0.1464,0.825
1783495749,TOWER_B,124,0.0783,0.619
1783495750,TOWER_A,239,0.1629,0.839
1783495751,TOWER_B,129,0.0745,0.395
1783495752,TOWER_A,318,0.1676,0.979
1783495753,TOWER_B,120,0.0569,0.567
1783495754,TOWER_A,326,0.1938,1.506
1783495755,TOWER_B,74,0.05,0.279
1783495756,TOWER_A,341,0.2196,1.062
1783495757,TOWER_B,127,0.0938,0.435
1783495758,TOWER_A,282,0.1299,0.812
1783495759,TOWER_B,114,0.0532,0.394
1783495760,TOWER_A,321,0.1682,1.126
1783495761,TOWER_B,69,0.05,0.322
1783495762,TOWER_A,167,0.0777,0.487
1783495763,TOWER_B,77,0.05,0.172
1783495764,TOWER_A,400,0.2468,1.756
1783495765,TOWER_B,98,0.05,0.351
1783495766,TOWER_A,261,0.1788,0.554
1783495767,TOWER_B,83,0.05,0.316
1783495768,TOWER_A,189,0.1047,0.909
1783495769,TOWER_B,122,0.0625,0.317
1783495770,TOWER_A,251,0.1305,1.154
1783495771,TOWER_B,69,0.05,0.301
1783495772,TOWER_A,323,0.1741,0.984
1783495773,TOWER_B,144,0.0631,0.667
1783495774,TOWER_A,463,0.2695,1.439
1783495775,TOWER_B,134,0.0698,0.329
1783495776,TOWER_A,490,0.3117,1.793
1783495777,TOWER_B,71,0.05,0.331
1783495778,TOWER_A,451,0.2604,1.339
1783495779,TOWER_B,126,0.0594,0.273
1783495780,TOWER_A,345,0.1791,0.771
1783495781,TOWER_B,93,0.0513,0.456
1783495782,TOWER_A,221,0.1357,0.723
1783495783,TOWER_B,96,0.0694,0.386
1783495784,TOWER_A,331,0.1807,1.447
1783495785,TOWER_B,74,0.0726,0.238
1783495786,TOWER_A,390,0.2333,1.202
1783495787,TOWER_B,71,0.05,0.231
1783495788,TOWER_A,438,0.2572,1.955
1783495789,TOWER_B,110,0.05,0.25
1783495790,TOWER_A,472,0.285,1.507
1783495791,TOWER_B,101,0.05,0.238
1783495792,TOWER_A,262,0.1543,0.983
1783495793,TOWER_B,69,0.05,0.148
1783495794,TOWER_A,489,0.243,1.151
1783495795,TOWER_B,145,0.0561,0.335
1783495796,TOWER_A,312,0.1727,0.786
1783495797,TOWER_B,129,0.0697,0.269
1783495798,TOWER_A,188,0.0894,0.828
1783495799,TOWER_B,69,0.05,0.278
1783495800,TOWER_A,384,0.1839,1.88
1783495801,TOWER_B,135,0.05,0.516
1783495802,TOWER_A,220,0.1159,1.03
1783495803,TOWER_B,94,0.05,0.341
1783495804,TOWER_A,368,0.2001,1.084
1783495805,TOWER_B,86,0.0568,0.397
1783495806,TOWER_A,154,0.0815,0.394
1783495807,TOWER_B,64,0.05,0.291
1783495808,TOWER_A,390,0.2016,1.464
1783495809,TOWER_B,125,0.05,0.362
1783495810,TOWER_A,314,0.185,1.503
1783495811,TOWER_B,58,0.05,0.128
1783495812,TOWER_A,150,0.061,0.517
1783495813,TOWER_B,93,0.05,0.455
1783495814,TOWER_A,333,0.1689,1.244
1783495815,TOWER_B,64,0.051,0.163
1783495816,TOWER_A,157,0.0676,0.482
1783495817,TOWER_B,93,0.05,0.378
1783495818,TOWER_A,257,0.1414,0.547
1783495819,TOWER_B,135,0.0751,0.3
1783495820,TOWER_A,334,0.1801,1.617
1783495821,TOWER_B,61,0.05,0.147
1783495822,TOWER_A,433,0.2078,1.77
1783495823,TOWER_B,76,0.05,0.225
1783495824,TOWER_A,303,0.1452,1.033
1783495825,TOWER_B,68,0.05,0.251
1783495826,TOWER_A,183,0.0548,0.584
1783495827,TOWER_B,74,0.05,0.242
1783495828,TOWER_A,171,0.07,0.786
1783495829,TOWER_B,123,0.05,0.477
1783495830,TOWER_A,297,0.1333,1.42
1783495831,TOWER_B,148,0.0756,0.513
1783495832,TOWER_A,300,0.1513,0.69
1783495833,TOWER_B,113,0.05,0.554
1783495834,TOWER_A,216,0.0959,0.701
1783495835,TOWER_B,61,0.0502,0.195
1783495836,TOWER_A,227,0.125,1.062
1783495837,TOWER_B,99,0.05,0.243
1783495838,TOWER_A,381,0.2236,1.536
1783495839,TOWER_B,121,0.0671,0.458
1783495840,TOWER_A,188,0.0881,0.626
1783495841,TOWER_B,60,0.05,0.267
1783495842,TOWER_A,314,0.2067,1.098
1783495843,TOWER_B,132,0.0669,0.375
1783495844,TOWER_A,248,0.1463,0.789
1783495845,TOWER_B,72,0.0623,0.199
